54 , 91 , 97 , 35 , 
7 , 23 , 4 , 16 , 
81 , 76 , 75 , 4 , 
40 , 64 , 14 , 4 , 
49 , 47 , 41 , 7 , 
53 , 82 , 29 , 54 , 
47 , 86 , 69 , 7 , 
68 , 84 , 2 , 9 , 
34 , 93 , 96 , 70 , 
2 , 40 , 3 , 4 , 
79 , 90 , 99 , 96 , 
81 , 77 , 94 , 74 , 
59 , 41 , 39 , 1 , 
62 , 79 , 11 , 7 , 
13 , 82 , 1 , 60 , 
34 , 78 , 46 , 52 , 
